144,1,0,0,0,0
145,3,1,0,0,0
194,6,4,0,0,0
208,1,0,0,0,0
209,3,1,0,0,0
210,3,1,0,0,0
14,1,0,0,0,0
1,1,0,0,0,0
2,1,0,0,0,0
3,1,0,0,0,0
5,1,0,0,0,0
140,1,0,0,0,0
202,6,4,0,0,0
203,1,0,0,0,0
204,1,0,0,0,0
239,1,0,0,0,0
21,1,0,0,0,0
22,1,0,0,0,0
24,1,0,0,0,0
152,1,0,0,0,0
153,1,0,0,0,0
212,1,0,0,0,0
250,6,4,0,0,0
251,3,3,0,0,0
254,1,0,0,0,0
31,1,0,0,0,0
155,3,3,0,0,0
156,6,4,0,0,0
238,1,0,0,0,0
271,1,0,0,0,0
23,1,0,0,0,0
49,1,0,0,0,0
167,6,4,0,0,0
41,12,7,0,0,0
42,3,2,0,0,0
100,3,2,0,0,0
159,3,3,0,0,0
161,12,6,6,0,0
163,6,4,0,0,0
264,12,3,3,3,3
