154,1,0,0,0,0
31,1,0,0,0,0
32,6,4,0,0,0
307,1,0,0,0,0
155,1,0,0,0,0
308,1,0,0,0,0
33,3,0,0,0,0
34,3,3,0,0,0
156,1,0,0,0,0
309,1,0,0,0,0
4,6,6,0,0,0
310,1,0,0,0,0
311,1,0,0,0,0
95,1,0,0,0,0
324,1,0,0,0,0
47,6,6,0,0,0
6,3,2,0,0,0
325,6,4,0,0,0
7,1,0,0,0,0
173,1,0,0,0,0
326,1,0,0,0,0
327,1,0,0,0,0
328,1,0,0,0,0
329,1,0,0,0,0
174,1,0,0,0,0
48,1,0,0,0,0
49,1,0,0,0,0
50,3,2,0,0,0
201,6,4,0,0,0
53,3,2,0,0,0
355,3,2,0,0,0
89,12,7,0,0,0
93,6,4,0,0,0
62,6,4,0,0,0
104,3,3,0,0,0
394,3,3,0,0,0
209,3,3,0,0,0
16,12,2,2,2,2
286,3,2,0,0,0
369,3,2,0,0,0
