139,6,4,0,0,0
271,1,0,0,0,0
272,3,3,0,0,0
33,1,0,0,0,0
140,1,0,0,0,0
273,1,0,0,0,0
141,3,1,0,0,0
274,1,0,0,0,0
142,1,0,0,0,0
275,1,0,0,0,0
34,12,7,0,0,0
143,1,0,0,0,0
144,1,0,0,0,0
145,1,0,0,0,0
35,6,4,0,0,0
36,3,1,0,0,0
154,3,1,0,0,0
12,6,4,0,0,0
111,12,7,0,0,0
112,1,0,0,0,0
359,1,0,0,0,0
125,3,1,0,0,0
282,1,0,0,0,0
284,1,0,0,0,0
46,3,6,0,0,0
283,1,0,0,0,0
6,6,4,0,0,0
292,1,0,0,0,0
295,1,0,0,0,0
299,1,0,0,0,0
159,1,0,0,0,0
297,1,0,0,0,0
49,6,4,0,0,0
300,1,0,0,0,0
164,3,1,0,0,0
165,1,0,0,0,0
9,12,7,0,0,0
102,1,0,0,0,0
69,6,4,0,0,0
330,3,1,0,0,0
